ID,class
67624091,unknown
105889570,2
230458975,unknown
234901292,2
16716657,unknown
217634767,2
106313039,unknown
12665080,unknown
156204897,unknown
43066190,unknown
337197080,unknown
98652586,2
372685648,unknown
149569356,2
209081074,unknown
114445849,unknown
106024106,unknown
238360727,unknown
339965671,unknown
156229858,unknown
250227323,unknown
108625810,2
386119869,unknown
379635470,unknown
111667011,unknown
363078809,2
245221723,2
2937752,unknown
106857287,unknown
68797268,unknown
231181128,2
10483535,unknown
69593714,2
299178067,1
32195656,2
96399519,unknown
175405620,1
85004566,unknown
3287168,unknown
190450664,2
13366684,unknown
105587543,2
96497281,unknown
98975243,unknown
105978049,2
155671237,2
84727611,2
105592577,2
70899975,2
97718816,2
15103610,2
46317391,unknown
310229131,2
188699459,unknown
272170327,unknown
241494567,unknown
200979315,2
1963051,unknown
378334171,unknown
96344959,unknown
88372872,2
15348903,2
39166896,2
245766498,unknown
218031021,2
218299444,unknown
331910566,unknown
372525846,2
372549159,unknown
209707387,unknown
139414589,unknown
272686582,unknown
94296307,unknown
224963340,2
209970507,2
105980148,unknown
153340757,unknown
34179098,unknown
378651101,unknown
194103723,unknown
94431739,unknown
248902763,unknown
43458691,unknown
209482009,unknown
7589241,unknown
72044450,unknown
92993807,unknown
106000000,2
155307913,2
99248313,unknown
155650214,unknown
148545546,unknown
67684113,2
85259483,2
69702191,unknown
91525319,unknown
118271740,unknown
13381363,unknown
187475053,unknown
190448571,2
7552555,unknown
54784418,unknown
155650304,unknown
288547068,unknown
9003087,unknown
43019172,2
73430155,unknown
34277976,unknown
372810488,unknown
288698561,unknown
68588768,unknown
399576817,unknown
208909658,2
156145210,unknown
175142222,unknown
94594367,unknown
15446597,unknown
41897317,unknown
30069024,unknown
17168182,unknown
77823734,unknown
86860698,unknown
225289105,2
99141734,unknown
180473765,unknown
272496317,unknown
94368276,unknown
47224248,1
13226207,2
234207811,unknown
98664194,2
148837143,2
218477691,unknown
194334702,unknown
54767631,unknown
245480382,unknown
339486517,unknown
355127914,unknown
155133571,unknown
312471149,unknown
218129583,unknown
208912452,unknown
240569166,unknown
218051641,unknown
54634127,unknown
218277381,unknown
200629168,unknown
378099472,unknown
70382511,unknown
155589545,unknown
105594868,unknown
247966478,unknown
8889634,unknown
382913366,unknown
361961474,unknown
390558595,2
149153480,unknown
82844227,unknown
94003644,unknown
378373976,unknown
99345312,unknown
12802767,unknown
51467082,unknown
99645568,unknown
43183123,unknown
245768529,unknown
78214879,2
209885262,unknown
224243738,2
363564782,2
84727273,unknown
164857967,unknown
121540476,unknown
18858325,unknown
139350682,unknown
209922228,1
13339573,unknown
73905213,unknown
61467541,unknown
12949915,unknown
144334169,unknown
12678390,unknown
121603826,unknown
339073711,unknown
70440121,unknown
157607181,unknown
312504680,unknown
209814681,unknown
100075516,unknown
224628817,unknown
372526872,2
218034506,unknown
226625856,unknown
120678593,unknown
245240999,unknown
46534776,unknown
58322108,unknown
209081745,unknown
196256088,2
99680009,2
336429216,1
368811361,unknown
155681392,unknown
38971133,unknown
231128114,unknown
224975131,unknown
106302016,2
372744440,unknown
108489420,unknown
6541204,unknown
331531745,2
225298874,unknown
97406022,unknown
88618910,2
71451112,unknown
166963864,2
218299816,unknown
246113233,unknown
288346141,unknown
162526027,2
24802715,unknown
363764142,unknown
11263562,unknown
154678900,2
2177814,unknown
390325633,unknown
28229183,unknown
116857620,unknown
3135288,unknown
38810638,unknown
11393776,unknown
105786789,2
92061362,unknown
165867321,unknown
309956890,2
98735188,unknown
245417080,unknown
72301113,unknown
155652631,unknown
92050394,2
97501171,unknown
313464885,2
74763703,unknown
382887431,unknown
313113308,unknown
390249547,unknown
355221739,unknown
68802678,2
72321543,unknown
175776339,unknown
238322925,unknown
201432019,unknown
195421474,unknown
43493913,2
43409357,unknown
195832170,unknown
121540265,unknown
105847861,2
96995443,unknown
99296915,unknown
234163509,2
355006934,unknown
355154084,unknown
355371572,2
294251284,unknown
86736272,2
109298505,unknown
163722640,unknown
155838926,unknown
226698089,unknown
94714947,unknown
69325219,unknown
211161999,unknown
346429692,unknown
378367370,unknown
230644286,2
244795220,unknown
29921387,unknown
339733822,unknown
123525413,2
355128816,unknown
249338765,1
356381234,2
158639141,unknown
12831826,unknown
103073947,unknown
88060438,unknown
248916695,unknown
245382922,2
38179374,unknown
96564940,unknown
99343782,unknown
105425121,unknown
17756207,unknown
66548181,unknown
105857451,unknown
355153692,1
246971437,unknown
163817848,unknown
316934264,unknown
331994771,2
210650203,unknown
372685665,unknown
232947878,1
71540956,unknown
196108034,unknown
68467610,unknown
167751587,unknown
125618898,unknown
77657727,unknown
165862943,unknown
43191341,unknown
94480982,unknown
96263028,unknown
43065798,unknown
29631043,unknown
230339682,2
288788711,unknown
372726147,1
207363644,2
261285029,unknown
114510660,unknown
355108839,unknown
73170351,unknown
27006819,unknown
355168948,unknown
168124215,unknown
148705662,unknown
76002967,unknown
87031732,unknown
331571833,unknown
200967039,unknown
199976253,unknown
225103663,unknown
194335986,unknown
110127237,unknown
113780,2
361666192,2
252658065,unknown
121711794,unknown
98960861,unknown
189739182,2
94623588,1
4596349,unknown
248904118,2
121552009,unknown
191390776,2
378052758,unknown
218274649,unknown
344318746,unknown
336919687,unknown
13594738,unknown
30083195,2
144668665,2
42992071,unknown
54650423,unknown
277806712,unknown
73247524,2
378241206,unknown
294346677,unknown
390070725,unknown
386054140,2
355004874,unknown
104943787,unknown
156168408,unknown
98660055,2
339979953,unknown
244621766,unknown
96578001,2
98742590,unknown
121603853,unknown
248926183,2
362880175,unknown
95292102,unknown
269520451,2
355215712,unknown
339077690,unknown
230518409,unknown
30152588,2
230642396,unknown
223980690,2
199321367,2
200964038,2
43151925,unknown
288849141,unknown
234847041,unknown
269587095,unknown
310559250,2
157579669,unknown
168148513,unknown
12678098,unknown
25569314,unknown
72615761,unknown
372870245,2
241494816,unknown
21536709,unknown
105975738,unknown
209481730,unknown
272462973,unknown
106010704,unknown
43169609,unknown
86528769,unknown
31466191,2
165890823,unknown
244364141,unknown
100327411,unknown
73376155,unknown
84465107,unknown
216427786,2
31586035,unknown
200636236,2
190005232,unknown
1986315,2
382917403,unknown
210630769,unknown
226679683,unknown
309965785,unknown
29443121,unknown
310464201,2
12981452,unknown
175758696,unknown
16842488,unknown
272285476,unknown
29925601,unknown
73267134,2
234152104,2
86982508,2
212158059,unknown
269445785,unknown
115723400,2
378168059,unknown
52270540,unknown
224641512,2
339480410,unknown
362497079,unknown
196255739,2
153506329,unknown
156202053,unknown
116779721,unknown
226667562,1
166521556,unknown
106019798,2
245756367,unknown
368734321,unknown
243780987,unknown
163707240,unknown
272414476,unknown
321755379,2
244327217,unknown
43485456,unknown
219541421,unknown
97708396,unknown
241534093,unknown
355115528,unknown
96567857,unknown
241514670,2
272308019,2
12780036,1
84362330,2
156189877,unknown
37634583,unknown
163865136,unknown
225025209,unknown
314727630,2
192942618,unknown
361914950,2
121319601,unknown
135456597,unknown
288419739,2
20582418,unknown
378048934,unknown
219662483,unknown
175107677,unknown
228548214,unknown
157620919,unknown
97198393,unknown
378255036,unknown
300263015,unknown
73320484,2
351118215,unknown
156101666,2
74809876,unknown
355125155,1
272737010,unknown
246060489,unknown
313117241,2
203720359,unknown
312159136,unknown
312507678,unknown
105844831,unknown
368736398,2
57901321,2
87646784,unknown
116173763,1
363059331,unknown
70374247,unknown
99137863,unknown
94664362,unknown
331574304,unknown
272412107,unknown
245724960,unknown
94026196,unknown
163667989,1
16110849,unknown
54784770,unknown
179418825,unknown
225280206,unknown
344757666,unknown
106753199,unknown
92071911,2
69766445,2
15998625,unknown
105587575,unknown
187152959,unknown
149207957,unknown
175488060,unknown
155597319,unknown
98081886,2
1437193,unknown
163841537,unknown
163704239,unknown
163591915,unknown
54887344,2
164811301,unknown
158613641,unknown
14948917,unknown
339091069,unknown
272294063,unknown
91941001,2
54896111,unknown
96397631,unknown
8850987,unknown
71748967,unknown
279777921,unknown
224742415,unknown
268974837,unknown
40726785,unknown
114657387,unknown
175050552,unknown
99675954,unknown
54813121,2
218405803,unknown
196255846,2
38584100,unknown
54895894,unknown
190043703,2
12780626,unknown
91847461,unknown
105799435,unknown
199991289,2
99910511,unknown
240787379,unknown
73408350,unknown
13414664,unknown
236703878,unknown
276169523,unknown
3584691,unknown
179011889,unknown
12686407,2
75597403,unknown
13249181,unknown
309974683,unknown
196098968,unknown
311503640,unknown
75600731,unknown
339473457,unknown
226444308,unknown
42672015,unknown
94094076,unknown
97738107,unknown
71469480,unknown
399696767,unknown
268349135,unknown
73866711,unknown
1848637,unknown
218068568,unknown
94119474,2
27160709,unknown
97201131,unknown
89296241,unknown
86782712,2
117832527,unknown
310514776,unknown
313487929,unknown
179566595,unknown
390074674,2
232689970,unknown
200764120,2
2935922,unknown
56207766,2
272113632,2
372819747,unknown
245759866,unknown
114656910,unknown
13238769,unknown
99132553,unknown
232473581,unknown
312468654,2
362845615,unknown
143109059,unknown
362954052,unknown
14946550,1
223879425,unknown
223877121,unknown
76865975,unknown
97994409,unknown
200635525,unknown
234834135,unknown
363049103,unknown
67627713,unknown
234392373,unknown
66420565,unknown
165853613,2
60277582,2
98657443,unknown
67653672,unknown
3424859,2
195422182,unknown
99923764,1
72651665,2
91843787,unknown
72682356,unknown
98041707,unknown
42625020,unknown
373156447,2
70404076,unknown
100653383,unknown
142565305,unknown
244311438,unknown
43322460,2
226668031,1
91818672,unknown
241501493,unknown
298743152,unknown
241503808,1
209808027,unknown
363217349,unknown
156080109,unknown
355006338,2
94174764,2
28581343,unknown
230436742,2
73013891,unknown
94335277,unknown
63276814,2
279008838,2
84749825,unknown
94282906,2
244770345,2
283234518,unknown
121442153,unknown
368740460,unknown
73246162,2
339559909,unknown
201995858,2
190051209,2
94232095,unknown
115594854,unknown
179252081,unknown
245439833,unknown
137417236,unknown
69984489,2
268920052,unknown
163649814,2
96939413,unknown
339104147,unknown
294020793,unknown
272458757,unknown
339156516,unknown
113849736,unknown
91826802,unknown
163663743,unknown
226290290,unknown
115292209,unknown
16063717,unknown
121466858,unknown
310438475,2
8980987,unknown
87029750,unknown
372726148,unknown
261249233,unknown
94791916,unknown
347334606,2
160533672,unknown
331544487,unknown
390601989,unknown
298643889,unknown
390594448,unknown
87636883,2
121849932,unknown
337075558,1
190453064,unknown
94186343,unknown
355107801,unknown
155602513,unknown
106406022,2
54733433,unknown
99306876,unknown
13425520,2
199935244,unknown
155614012,unknown
16996181,unknown
234572473,unknown
209903742,unknown
372739751,2
245475537,unknown
53786134,unknown
390371520,unknown
97258976,unknown
73297277,unknown
363067690,unknown
399679661,unknown
47435483,unknown
209532500,unknown
96281934,unknown
234691890,unknown
28878212,unknown
121500307,unknown
234217911,unknown
72615423,unknown
94095012,unknown
163587574,2
331541379,unknown
240340979,unknown
209485487,unknown
77960021,unknown
38964211,unknown
87981265,2
70849876,unknown
95569699,2
16116821,unknown
288800891,unknown
208955126,unknown
84730143,unknown
163726157,unknown
175445037,unknown
14495296,unknown
86857352,unknown
98960958,2
390388397,unknown
234213723,2
12680210,unknown
355102400,unknown
73280837,unknown
210643794,unknown
200623470,2
331578923,unknown
97279223,unknown
244629226,1
164753018,2
107090560,unknown
155759670,2
167171369,unknown
244713957,unknown
29946945,unknown
191975003,unknown
12780467,unknown
97994414,unknown
139382576,unknown
73301730,unknown
67628417,unknown
279006453,unknown
84324086,2
390606970,2
213317337,unknown
378196754,unknown
29211499,unknown
355941461,unknown
94115939,unknown
198802707,unknown
312203066,2
382966985,unknown
67621959,unknown
106043515,unknown
339483149,unknown
3676054,unknown
7991441,2
99183729,unknown
155579951,unknown
69911290,2
69790299,2
179024112,unknown
210667425,unknown
355189385,unknown
355198458,unknown
